t,hotel_name,note,stars,price,address,localisation,link
108,Villa Des Princes,"3,9",2.0,118 €,"19, rue Monsieur le Prince, Quartier Odeon, Paris, Paris, 75006","[48.8511641, 2.3394821]",https://fr.hotels.com/ho282978/villa-des-princes-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056905&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212952764&sort=RECOMMENDED&top_dp=118&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200332401&selectedRatePlan=202051048&expediaPropertyId=890094
109,Hotel Astoria - Astotel,"4,2",3.0,142 €,"42 rue de Moscou, Paris, 75008","[48.8816659, 2.322925]",https://fr.hotels.com/ho194606/hotel-astoria-astotel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056903&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840690&sort=RECOMMENDED&top_dp=142&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200892725&selectedRatePlan=204527606&expediaPropertyId=13246
110,Hôtel du Plat d'Etain,"4,0",3.0,163 €,"69 Rue Meslay, Paris, 75003","[48.868513, 2.3557995]",https://fr.hotels.com/ho188910/hotel-du-plat-d-etain-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056905&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212955967&sort=RECOMMENDED&top_dp=163&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201418182&selectedRatePlan=207021757&expediaPropertyId=880236
111,Hôtel Icône,"3,9",3.0,137 €,"4 Rue d' Amboise, Paris, Paris, 75002","[48.8710685, 2.3389927]",https://fr.hotels.com/ho266288/hotel-icone-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056903&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212957563&sort=RECOMMENDED&top_dp=137&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=395889&selectedRatePlan=208674858&expediaPropertyId=83058
112,Hotel des Métallos,"3,9",3.0,110 €,"50 Rue de la Folie Méricourt, Paris, Paris, 75011","[48.8640272, 2.371959]",https://fr.hotels.com/ho367431/hotel-des-metallos-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056905&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953602&sort=RECOMMENDED&top_dp=110&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200553321&selectedRatePlan=202857501&expediaPropertyId=65168
113,Oh La La! Hotel bar - Paris Bastille,"4,7",3.0,175 €,"6 Rue de la Roquette, Paris, 75011","[48.8534455, 2.3705693]",https://fr.hotels.com/ho1185829472/oh-la-la-hotel-bar-paris-bastille-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056906&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953134&sort=RECOMMENDED&top_dp=175&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=220551518&selectedRatePlan=290203847&expediaPropertyId=37025921
114,Vendôme Opéra Hotel,"4,4",4.0,213 €,"11 Bis rue de l'Arcade, Paris, 75008","[48.8726581, 2.324014]",https://fr.hotels.com/ho132033/vendome-opera-hotel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056906&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840666&sort=RECOMMENDED&top_dp=213&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=202040685&selectedRatePlan=210509591&expediaPropertyId=561980
115,Hotel Alexandrie,"3,9",3.0,139 €,"19 rue d'Austerlitz, Paris, 75012","[48.8473163, 2.3710504]",https://fr.hotels.com/ho45794336/hotel-alexandrie-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056907&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953907&sort=RECOMMENDED&top_dp=139&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201687352&selectedRatePlan=208412347&expediaPropertyId=1399823
116,Timhotel Le Louvre,"3,8",3.0,148 €,"4 rue Croix des Petits Champs, Paris, 75001","[48.8624669, 2.3394257]",https://fr.hotels.com/ho282629/timhotel-le-louvre-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056905&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953516&sort=RECOMMENDED&top_dp=148&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=216625346&selectedRatePlan=264116624&expediaPropertyId=22470
117,Hôtel Basss,"3,8",3.0,139 €,"57 Rue Des Abbesses, Paris, Paris, 75018","[48.8854992, 2.3356475]",https://fr.hotels.com/ho137773/hotel-basss-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056905&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=178676&sort=RECOMMENDED&top_dp=139&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200764405&selectedRatePlan=204116425&expediaPropertyId=15814
118,Grand Hôtel du Havre,"3,1",3.0,123 €,"18 Rue d'Amsterdam, Paris, Paris, 75009","[48.8765934, 2.3269727]",https://fr.hotels.com/ho133633/grand-hotel-du-havre-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056907&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212957556&sort=RECOMMENDED&top_dp=123&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=407968&selectedRatePlan=205583510&expediaPropertyId=565591
119,Hotel Opera d'Antin,"4,0",3.0,153 €,"75, rue de Provence, Paris, 75009","[48.8742448, 2.3320052]",https://fr.hotels.com/ho287324/hotel-opera-d-antin-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056907&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212952445&sort=RECOMMENDED&top_dp=153&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201415491&selectedRatePlan=207005417&expediaPropertyId=899321
120,Hotel Queen Mary Paris,"4,1",3.0,223 €,"9 Rue de Greffulhe, Paris, Paris, 75008","[48.8730385, 2.325226]",https://fr.hotels.com/ho282435/hotel-queen-mary-paris-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056907&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840666&sort=RECOMMENDED&top_dp=223&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200569596&selectedRatePlan=202892266&expediaPropertyId=522821
121,Hotel Cosmotel,"4,1",3.0,135 €,"17 Boulevard De Strasbourg, Paris, Paris, 75010","[48.87047, 2.3546823]",https://fr.hotels.com/ho298821/hotel-cosmotel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056906&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635979203600&sort=RECOMMENDED&top_dp=135&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200521347&selectedRatePlan=203328871&expediaPropertyId=561995
122,Hotel Clauzel,"3,3",2.0,97 €,"33 Rue des Martyrs, Paris, Paris, 75009","[48.8797579, 2.3401748]",https://fr.hotels.com/ho198186/hotel-clauzel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056905&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212955795&sort=RECOMMENDED&top_dp=97&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=163714&selectedRatePlan=244327713&expediaPropertyId=1166036
123,Hôtel Caumartin Opéra,"4,0",3.0,165 €,"27 Rue De Caumartin, Paris, Paris, 75009","[48.8717109, 2.3278632342293655]",https://fr.hotels.com/ho302924/hotel-caumartin-opera-astotel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056907&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212952445&sort=RECOMMENDED&top_dp=165&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200516650&selectedRatePlan=202767858&expediaPropertyId=14841
124,Grand Hotel Dechampaigne,"4,1",3.0,146 €,"17 Rue Jean Lantier, Paris, Paris, 75001","[48.8588241, 2.3452458]",https://fr.hotels.com/ho282282/grand-hotel-dechampaigne-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056909&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212955788&sort=RECOMMENDED&top_dp=146&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200588821&selectedRatePlan=202930113&expediaPropertyId=19884
125,Hôtel La Sanguine,"4,1",2.0,131 €,"6 Rue de Surene, Paris, 75008","[48.8706173, 2.321976]",https://fr.hotels.com/ho676849/hotel-la-sanguine-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056907&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840666&sort=RECOMMENDED&top_dp=131&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=231621564&selectedRatePlan=284274030&expediaPropertyId=17792066
126,Hotel Alane,"3,9",3.0,99 €,"72 Boulevard De Magenta, Paris, Paris, 75010","[48.8754242, 2.35707]",https://fr.hotels.com/ho250993/hotel-alane-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056909&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953679&sort=RECOMMENDED&top_dp=99&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200147425&selectedRatePlan=203674134&expediaPropertyId=1500975
127,Hotel Mayet,"4,0",3.0,120 €,"3 Rue Mayet, Paris, Paris, 75006","[48.8471243, 2.3185522]",https://fr.hotels.com/ho398766/hotel-mayet-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056909&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953062&sort=RECOMMENDED&top_dp=120&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200582879&selectedRatePlan=202919679&expediaPropertyId=893975
128,Hôtel Léonard de Vinci,"3,2",2.0,69 €,"22 Rue Des Trois Bornes, Paris, Paris, 75011","[48.8671054, 2.3741929]",https://fr.hotels.com/ho283065/hotel-leonard-de-vinci-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056907&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212952757&sort=RECOMMENDED&top_dp=69&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200273082&selectedRatePlan=246292275&expediaPropertyId=906254
129,Hotel Niel,"4,1",3.0,139 €,"11 Rue Saussier Leroy, Paris, Paris, 75017","[48.8796272, 2.2961383]",https://fr.hotels.com/ho220140/hotel-niel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056906&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840797&sort=RECOMMENDED&top_dp=139&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200063075&selectedRatePlan=200357966&expediaPropertyId=1542855
130,Hotel Les Théâtres,"4,0",4.0,189 €,"98 Rue De Clery, Paris, Paris, 75002","[48.8696009, 2.3517065]",https://fr.hotels.com/ho327001/hotel-les-theatres-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056909&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635979203600&sort=RECOMMENDED&top_dp=189&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=436760&selectedRatePlan=1531633&expediaPropertyId=2933817
131,Hotel Exe Paris Centre,"3,9",3.0,123 €,"29 Rue D Amsterdam, Paris, Paris, 75008","[48.878444, 2.3268838]",https://fr.hotels.com/ho210368/hotel-exe-paris-centre-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056908&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840690&sort=RECOMMENDED&top_dp=123&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=12603&selectedRatePlan=12603&expediaPropertyId=1276
132,Hotel Park Lane Paris,"4,3",4.0,186 €,"4 Rue La Boetie, Paris, Paris, 75008","[48.8745027, 2.3187887]",https://fr.hotels.com/ho113313/hotel-park-lane-paris-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056908&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840666&sort=RECOMMENDED&top_dp=186&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200308469&selectedRatePlan=201867609&expediaPropertyId=22453
133,Hotel Albert 1er Paris,"4,0",3.0,131 €,"162 Rue La Fayette, Paris, Paris, 75010","[48.8794999, 2.3581189]",https://fr.hotels.com/ho282485/albert-1er-paris-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056911&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953155&sort=RECOMMENDED&top_dp=131&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200621169&selectedRatePlan=203094793&expediaPropertyId=63911
134,Relais du Pré,"4,0",3.0,128 €,"16, Rue Pierre Semard, Paris, Paris, 75009","[48.8780124, 2.3475123]",https://fr.hotels.com/ho282475/relais-du-pre-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056908&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212955795&sort=RECOMMENDED&top_dp=128&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200519418&selectedRatePlan=202774021&expediaPropertyId=44807
135,Hôtel Augustin - Astotel,"4,6",3.0,154 €,"9 Rue Roy, Paris, Paris, 75008","[48.8753399, 2.3182945]",https://fr.hotels.com/ho114537/hotel-augustin-astotel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056908&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840690&sort=RECOMMENDED&top_dp=154&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200994390&selectedRatePlan=204848311&expediaPropertyId=21583
136,Hôtel Royal Bergère,"3,5",3.0,120 €,"8, Rue Geoffroy-Marie, Paris, Paris, 75009","[48.8734583, 2.3440632]",https://fr.hotels.com/ho126597/hotel-royal-bergere-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056906&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953989&sort=RECOMMENDED&top_dp=120&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200279464&selectedRatePlan=201764681&expediaPropertyId=25416
137,Maxim Opéra,"4,1",4.0,155 €,"13 Rue Geoffroy-Marie, 9th Arrondissement, Paris, 75009","[48.8738378, 2.3444343]",https://fr.hotels.com/ho189651/maxim-opera-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056908&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953989&sort=RECOMMENDED&top_dp=155&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201790265&selectedRatePlan=209106044&expediaPropertyId=895405
138,Le 9Hotel Opera,"4,2",3.0,139 €,"14 Rue Papillon, Paris, Paris, 75009","[48.876317, 2.3471531]",https://fr.hotels.com/ho282467/9hotel-opera-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056911&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953989&sort=RECOMMENDED&top_dp=139&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200534239&selectedRatePlan=252215944&expediaPropertyId=7526
139,Moxy Paris Bastille France,"4,1",3.0,143 €,"34, 36 Rue St Sabin, Paris, Ile-de-France, 75011",,https://fr.hotels.com/ho225273/moxy-paris-bastille-france-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056910&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953602&sort=RECOMMENDED&top_dp=143&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=210903274&selectedRatePlan=226089275&expediaPropertyId=1150139
140,Hôtel Restaurant Georgette,"4,5",4.0,237 €,"36 Rue du Grenier Saint-Lazare, Paris, Paris, 75003","[48.8632336, 2.3526892]",https://fr.hotels.com/ho420118/hotel-georgette-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056910&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212958016&sort=RECOMMENDED&top_dp=237&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200218455&selectedRatePlan=206378367&expediaPropertyId=2539588
141,Hôtel Madeleine Haussmann,"4,2",3.0,184 €,"10 Rue Pasquier, Paris, Paris, 75008","[48.8717706, 2.3232769]",https://fr.hotels.com/ho186052/hotel-madeleine-haussmann-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056911&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840666&sort=RECOMMENDED&top_dp=184&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=37127&selectedRatePlan=80527&expediaPropertyId=565104
142,3H Paris Marais Hotel,"4,1",3.0,160 €,"3 Rue Bailly, Paris, Paris, 75003","[48.8651054, 2.3565458]",https://fr.hotels.com/ho282633/3h-paris-marais-hotel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056909&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212955967&sort=RECOMMENDED&top_dp=160&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200517490&selectedRatePlan=202769250&expediaPropertyId=2522171
143,Hotel France Albion,"4,4",2.0,147 €,"11 Rue Notre Dame De Lorette, Paris, Paris, 75009","[48.8775079, 2.3383334]",https://fr.hotels.com/ho213981/hotel-france-albion-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056908&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212957556&sort=RECOMMENDED&top_dp=147&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=113476&selectedRatePlan=206824140&expediaPropertyId=966254
144,Hôtel Korner Opéra,"4,4",3.0,177 €,"154 Rue Montmartre, Paris, Paris, 75002","[48.8697146, 2.3430218]",https://fr.hotels.com/ho180861/hotel-korner-opera-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056910&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953637&sort=RECOMMENDED&top_dp=177&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200311960&selectedRatePlan=382626998&expediaPropertyId=565117
145,Hôtel Le 123 Sébastopol - Astotel,"4,7",4.0,213 €,"123 boulevard de Sébastopol, Paris, Paris, 75002","[48.8676341, 2.3530937]",https://fr.hotels.com/ho440563/hotel-le-123-sebastopol-astotel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290056910&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212958430&sort=RECOMMENDED&top_dp=213&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200348709&selectedRatePlan=202130796&expediaPropertyId=6544282
